bdf5f667-9a6f-483e-a91f-40b8f0ceec95,U2,439.68,Uber,travel,London, UK,2026-02-27T01:07:47
e0758041-5f08-423b-9caf-68a29e3c68a8,U3,651.44,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T02:47:23
ad8b4e5d-0446-42d5-a264-9638cc4748a7,U1,88.37,Electricity Board,utilities,"Paris, FR",2026-02-27T02:47:26
88c905c2-c94c-4b27-b12e-eb76baa91f95,U1,447.53,Netflix,entertainment,"Paris, FR",2026-02-27T02:47:29
d2fe5575-9e68-456f-936d-950b95af81e9,U2,46.39,Nike,shopping,"Paris, FR",2026-02-27T02:47:32
d51113e2-0536-4b19-8514-f702bc12860a,U1,154.54,Big Basket,groceries,"London, UK",2026-02-27T02:47:35
2b0a61a7-1bcd-4e2d-b4c9-d5049467fa4e,U1,501.25,Uber,travel,"Paris, FR",2026-02-27T02:47:38
544bb2c8-abb3-449a-9753-5ab406be48c2,U2,729.71,Uber,travel,"Tokyo, JP",2026-02-27T02:47:41
a346ecfc-85a4-4f12-aab8-60d3320cef8d,U3,6651.84,Binance,crypto,"New York, NY",2026-02-27T02:47:44
de569140-1a6b-4a5c-9e13-089207710d56,U3,156.13,Binance,crypto,"New York, NY",2026-02-27T02:47:47
9337b317-2425-461e-90bc-490fc5cdb24d,U1,315.6,Nike,shopping,"Los Angeles, CA",2026-02-27T02:47:50
5333989b-097d-4341-bac8-c2082abcd80d,U1,672.91,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T02:47:53
c6a280db-f954-4f83-ad8d-dac7f443fd04,U2,653.62,Netflix,entertainment,"Tokyo, JP",2026-02-27T02:47:56
e7f60f6e-014e-46c0-a2e0-3d09b4d370cb,U2,754.33,Airtel,utilities,"London, UK",2026-02-27T02:47:59
1d8b235c-1188-445a-b4b6-1a6cfe2b91e7,U3,142.38,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:48:02
0efd76c7-d548-4da3-9135-764360c02d9f,U1,615.27,Amazon,shopping,"New York, NY",2026-02-27T02:48:05
04581f1f-978b-4687-ad20-aa9de7350fc6,U3,617.27,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:48:08
ee172676-74b3-4d10-81da-ed4ff4b90d36,U1,555.04,Nike,shopping,"Los Angeles, CA",2026-02-27T02:48:11
467b0f0a-9c22-44a3-a469-61b737ef7957,U3,3951.04,Amazon,shopping,"Tokyo, JP",2026-02-27T02:48:14
26f718cf-1a1a-4b59-ad43-48acb52c5512,U3,111.06,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:48:17
aa9cab52-02f9-4297-b43f-b56568592abc,U3,631.02,PVR Cinemas,entertainment,"New York, NY",2026-02-27T02:48:20
c96be512-4266-4bd8-ba10-df6582c91e29,U2,5824.24,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:48:23
12c94123-d5cc-4ffe-af1b-33a1127b4061,U2,168.8,Netflix,entertainment,"London, UK",2026-02-27T02:48:26
0e162b61-df25-412e-a5f1-122d184e20d6,U1,113.76,Airtel,utilities,"New York, NY",2026-02-27T02:48:29
671c4a35-da11-477e-a368-96d9446defd7,U2,245.45,Nike,shopping,"Tokyo, JP",2026-02-27T02:48:32
455dc05c-7a3b-4543-88cd-b9a51820404a,U3,5504.08,Nike,shopping,"New York, NY",2026-02-27T02:48:35
4c96adea-b6ce-4d17-9d77-3b0883fc0ad9,U3,291.3,Amazon,shopping,"Tokyo, JP",2026-02-27T02:48:38
2d0c7d17-13a7-4d7b-af3d-595faa4e6bb4,U2,495.79,Nike,shopping,"Paris, FR",2026-02-27T02:48:41
bfe6f5d4-4177-40da-bd03-10ac2d7c40df,U2,273.37,Electricity Board,utilities,"London, UK",2026-02-27T02:48:44
794fa45f-235f-4527-98de-cc6f5f4a157d,U1,351.41,Nike,shopping,"Los Angeles, CA",2026-02-27T02:48:47
34bc689e-6f54-476e-a550-fd4d2ed093c5,U2,7760.87,Amazon,shopping,"London, UK",2026-02-27T02:48:50
131aab43-1014-400c-b5e8-dc32b910daba,U2,22690.52,Netflix,entertainment,"Paris, FR",2026-02-27T02:48:53
3f48e7f3-5e62-48df-9d5e-cf325e80c0aa,U1,333.96,Uber,travel,"New York, NY",2026-02-27T02:48:56
e3aa86b8-0a94-4c2f-908f-05c40e559576,U1,392.78,Binance,crypto,"Paris, FR",2026-02-27T02:48:59
eb0784b4-944f-4bb5-99e9-503ac26e9388,U2,799.11,Big Basket,groceries,"London, UK",2026-02-27T02:49:02
a8970736-e1ef-4039-81a1-72b88c4d41b0,U2,306.83,Uber,travel,"Paris, FR",2026-02-27T02:49:05
39ce55fc-4a1e-4d1c-a1e2-5c5f3740be9b,U3,266.28,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:49:08
2b5ab366-8b65-4013-a56d-7167d6ba5237,U1,613.92,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:49:11
2f892a55-ab3a-4a16-a6a9-b5e641008532,U2,624.09,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T02:49:14
92a7ba93-f023-4279-8b72-65ad2b8d11d6,U1,4816.79,Airtel,utilities,"London, UK",2026-02-27T02:49:17
8738632a-ec6a-4b34-a15e-3533c66758bd,U1,321.14,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:49:20
3ed4c4e0-4d01-4462-843c-9a50735fa23a,U2,43.55,Electricity Board,utilities,"Paris, FR",2026-02-27T02:49:23
8008fa6d-0766-464b-8310-73efaa9b6fc5,U3,171.98,Binance,crypto,"New York, NY",2026-02-27T02:49:26
6b37537b-dbee-4247-82d1-5d11e3856838,U2,449.5,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:49:29
18e81d49-5438-4407-a6e4-66aedacbfced,U2,443.01,Nike,shopping,"Paris, FR",2026-02-27T02:49:32
ae686c1a-3e06-402b-98fd-ba35ebed8fce,U3,95.49,Airtel,utilities,"Tokyo, JP",2026-02-27T02:49:35
cf953a24-0b03-4fb6-ae0e-956e340d30f3,U1,207.08,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:49:38
6018823d-b3f2-4e6f-90b1-088bf77d0dbd,U1,319.35,Airtel,utilities,"New York, NY",2026-02-27T02:49:41
92bad16b-eed5-4439-943f-2afcdb6b14da,U1,516.33,Netflix,entertainment,"London, UK",2026-02-27T02:49:44
9720f22b-6e8d-4bd6-ae62-45401e130346,U1,13.78,Nike,shopping,"Los Angeles, CA",2026-02-27T02:49:47
bfce61bf-3c70-40fe-b83b-5b0610d68fb8,U3,376.35,Amazon,shopping,"London, UK",2026-02-27T02:49:50
7bcd479a-f94d-4081-bdcc-cf6a94a63095,U1,351.79,Netflix,entertainment,"London, UK",2026-02-27T02:49:54
7e14b4af-389e-4a59-a5b9-2217378e4d78,U1,244.61,Airtel,utilities,"Tokyo, JP",2026-02-27T02:49:57
d081a841-2cf7-40e3-a369-7371adf5361f,U3,6265.07,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:50:00
22a963b6-09da-485d-af23-13186e8dc216,U1,734.15,Big Basket,groceries,"London, UK",2026-02-27T02:50:03
b7c5be52-3505-410a-80f0-d499e15c6b2c,U3,566.73,Uber,travel,"Tokyo, JP",2026-02-27T02:50:06
2bfd1105-1542-4003-8208-570273189605,U3,471.16,Amazon,shopping,"London, UK",2026-02-27T02:50:09
6c18bd40-c72e-4acb-8d40-242e3d88f5f2,U1,4830.39,Netflix,entertainment,"Los Angeles, CA",2026-02-27T02:50:12
1cabafd6-d208-48bf-8625-248298273847,U2,4290.15,Amazon,shopping,"London, UK",2026-02-27T02:50:15
66b032c2-5cc7-4659-ad51-69e07961726b,U2,221.25,PVR Cinemas,entertainment,"New York, NY",2026-02-27T02:50:18
08dfdfd6-e3b7-4277-a863-7d541cccdf00,U1,530.66,Amazon,shopping,"Paris, FR",2026-02-27T02:50:21
eb15d290-ddba-417b-af78-da336534965f,U1,5473.12,Amazon,shopping,"London, UK",2026-02-27T02:50:24
73705c10-1d58-4f82-8207-f681bd6a7e3a,U2,5691.68,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:50:27
59e9fd93-d79f-43a1-a6e5-efb46b39fae3,U3,3466.47,PVR Cinemas,entertainment,"New York, NY",2026-02-27T02:50:30
32cbcb41-bbab-4e87-9941-03c3b6ce8b9c,U1,780.62,Nike,shopping,"Los Angeles, CA",2026-02-27T02:50:33
4022c1fa-a83b-40e4-9069-1f0e0e2ddcb8,U3,592.73,Electricity Board,utilities,"New York, NY",2026-02-27T02:50:36
b652532c-9c30-491f-b63f-afb179701f7b,U2,57.85,Uber,travel,"London, UK",2026-02-27T02:50:39
78116e61-dab4-4c53-b0a8-75047adbcc6a,U3,2889.69,Airtel,utilities,"Paris, FR",2026-02-27T02:50:42
a3d4a949-6e54-4376-92d2-2058e06f6363,U1,251.96,Nike,shopping,"London, UK",2026-02-27T02:50:45
138a985e-2b04-4ecc-9d56-bd23ab9fc6d6,U2,712.82,Nike,shopping,"Tokyo, JP",2026-02-27T02:50:48
4e0f4411-c0d9-42cf-a416-4df70ccdc55a,U2,313.31,Amazon,shopping,"Tokyo, JP",2026-02-27T02:50:51
027dc576-325f-4ad0-a3f4-661e9620cd68,U3,6780.61,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:50:54
95c95ac8-53f8-403e-bbb5-09622dd1ac2b,U1,796.21,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T02:50:57
24e85dbc-b025-4e64-a114-c976bd1e9cfc,U1,6086.88,Binance,crypto,"Los Angeles, CA",2026-02-27T02:51:00
ac940406-d153-48df-81b5-52720e337836,U3,468.97,Big Basket,groceries,"London, UK",2026-02-27T02:51:03
81ca058a-97c9-4f8f-9bc0-759169a4eeba,U2,501.58,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T02:51:06
d65c20ca-73fe-4ed1-9343-b9f07bd77cd3,U2,209.65,Airtel,utilities,"Paris, FR",2026-02-27T02:51:09
9d1608cc-4af2-497e-a077-020c60c98830,U2,208.62,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:51:12
7e9fffcb-f207-4287-84f5-9af67d32e114,U1,358.42,Electricity Board,utilities,"Paris, FR",2026-02-27T02:51:15
815a7470-37a9-415c-a63d-0b9085239122,U1,329.34,MakeMyTrip,travel,"New York, NY",2026-02-27T02:51:18
a1b6df7a-2066-4a48-a386-5ed71fd53321,U1,497.18,Uber,travel,"London, UK",2026-02-27T02:51:21
399e2e08-dd37-4bdb-980b-e33c2f0fbfd9,U1,6448.4,Amazon,shopping,"London, UK",2026-02-27T02:51:24
235aae70-0131-4daa-b171-cda330d703db,U1,567.21,Big Basket,groceries,"New York, NY",2026-02-27T02:51:27
db6946a1-e042-4404-b3d3-cf19733d276e,U2,436.48,Nike,shopping,"New York, NY",2026-02-27T02:51:30
90f88f46-2c1c-4308-8819-4bba367397be,U2,303.11,Uber,travel,"London, UK",2026-02-27T02:51:33
e690bf01-2352-4f7d-878c-1abc4e8003ba,U3,6074.53,Airtel,utilities,"London, UK",2026-02-27T02:51:36
c108feb0-01dc-463a-b5a3-e26b42ef481e,U2,662.09,Electricity Board,utilities,"Paris, FR",2026-02-27T02:51:39
6fea8caa-9210-4f90-b570-13e9ca6208ff,U3,470.97,Airtel,utilities,"Paris, FR",2026-02-27T02:51:42
df9b4dd6-48ae-4696-8ad7-3c1ac0f85027,U3,39.91,Amazon,shopping,"New York, NY",2026-02-27T02:51:45
5235ad5b-401c-4a61-855b-7efe386a3d2c,U3,6833.06,Binance,crypto,"London, UK",2026-02-27T02:51:48
87ed6332-0daf-4432-87f5-4a2548f85161,U1,198.03,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:51:51
14226746-292d-4f6f-b466-7545b3315fbc,U1,43.82,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:51:54
0e8ed663-a5f0-4d00-b262-bbcb8df22511,U3,543.76,PVR Cinemas,entertainment,"New York, NY",2026-02-27T02:51:57
87058bfb-73a9-4f0f-be99-786c208e1865,U2,569.68,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:52:00
971a4945-d691-44da-b7b4-3c468a4ef48f,U3,581.17,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:52:03
c4d01f94-4b74-4ad9-8b7a-862b9b464143,U3,7042.22,Uber,travel,"Tokyo, JP",2026-02-27T02:52:06
2c2aa5a4-0195-4c05-8d1b-cf13f08d3cfd,U3,272.61,Binance,crypto,"Paris, FR",2026-02-27T02:52:09
21064847-4b7c-49f7-b2df-fd7a5ca71a20,U3,6100.21,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:52:12
1b109623-9903-4028-9e7f-760db91b9057,U3,464.59,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T02:52:15
8057a8d0-a007-4410-b878-a6070273d837,U1,6374.94,Nike,shopping,"New York, NY",2026-02-27T02:52:18
9183d91a-02f7-4e51-b23c-db43c9cd0f0f,U3,270.6,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:52:21
72b716de-4705-48b9-8c58-5da8817207d1,U3,726.29,Electricity Board,utilities,"Paris, FR",2026-02-27T02:52:24
e4e82d35-fc9b-438a-b030-9595d43553cb,U2,5068.11,Netflix,entertainment,"Paris, FR",2026-02-27T02:52:27
d594fe40-7744-466a-bca2-8bd5806b63d8,U2,202.57,Binance,crypto,"New York, NY",2026-02-27T02:52:30
c41f0bad-7f78-49b7-8d0e-bac5b5f07bb6,U3,789.05,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T02:52:33
b3136093-b28d-4826-a026-9fbe3484eaaa,U2,543.43,Amazon,shopping,"London, UK",2026-02-27T02:52:36
56fb28d7-e374-45b8-adc3-379763cdad77,U2,359.05,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T02:52:39
f5fcda1d-a0e8-4613-8f53-30aebf5c1723,U3,698.36,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:52:42
4a3caed7-0b9e-4c10-9867-e9a5fd9e92c1,U3,380.45,Uber,travel,"Tokyo, JP",2026-02-27T02:52:45
99d6678d-6f16-4f07-b372-21569faff70f,U2,752.99,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:52:48
3eda525d-1023-47a8-8048-e0a86948334d,U3,795.08,Big Basket,groceries,"New York, NY",2026-02-27T02:52:51
dcae7cab-a0a2-4901-95db-7ef425fa960c,U1,586.18,Nike,shopping,"London, UK",2026-02-27T02:52:54
93973423-8d1d-45ce-9343-9c537e0db9b5,U2,684.29,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:52:57
80c69dad-78d8-4d1b-a9ac-68463fc29a05,U1,627.56,Electricity Board,utilities,"New York, NY",2026-02-27T02:53:00
25bbbd80-80ca-4e07-988f-80910faf2331,U2,194.48,Uber,travel,"Los Angeles, CA",2026-02-27T02:53:03
1b326e63-773f-471c-b75d-d3339c022ed4,U2,419.5,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:53:06
7e19a594-446c-4884-b517-a9bca8eb26be,U2,294.07,Airtel,utilities,"Paris, FR",2026-02-27T02:53:09
8ae92a97-8430-48b8-b031-c5e70ee6d628,U2,165.46,Electricity Board,utilities,"New York, NY",2026-02-27T02:53:12
46c85d8a-2c38-4105-b29d-5f78b6231f12,U1,387.0,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:53:15
eba240b9-c114-44b0-b319-2b902ab17d5b,U3,87.4,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:53:18
139feb0d-8698-48f5-8f9a-612c480dddd3,U2,234.58,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:53:21
ba57ac30-1a09-4659-aaca-d698acf954b5,U2,19.2,Amazon,shopping,"New York, NY",2026-02-27T02:53:24
8d26635c-8cb9-4666-b327-98533aac0d47,U2,18006.75,Binance,crypto,"London, UK",2026-02-27T02:53:27
95ff0571-e12f-430b-98bd-8450d87a66c2,U3,485.35,Nike,shopping,"London, UK",2026-02-27T02:53:30
7aa37385-e26d-4ab1-b0f3-112a0be58a3d,U2,4889.3,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:53:33
cac4b537-96a0-414c-8f1c-46389f92ee05,U3,346.56,Uber,travel,"Tokyo, JP",2026-02-27T02:53:36
2da65aaf-22d9-4d5d-bb17-8c1fb09120a0,U2,276.04,Nike,shopping,"Los Angeles, CA",2026-02-27T02:53:39
ad8182ab-2981-48eb-9aa0-9b77da137eda,U3,386.88,Nike,shopping,"Paris, FR",2026-02-27T02:53:42
7b43c4a7-2801-46e7-bfad-537b30d8b95a,U3,12070.58,Netflix,entertainment,"Paris, FR",2026-02-27T02:53:45
1c75c6d2-125c-4093-a65d-cb00f24d3c67,U3,24307.41,Netflix,entertainment,"London, UK",2026-02-27T02:53:48
840311bc-c9e9-42f9-8871-6c8cd15ce549,U1,317.89,Airtel,utilities,"New York, NY",2026-02-27T02:53:51
95fa82b6-e6f2-4626-9191-ceae79e7c34a,U2,5404.92,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:53:54
0d9d0aaa-aec5-4443-a274-e7783247beea,U2,80.55,Binance,crypto,"New York, NY",2026-02-27T02:53:58
4b6fc87f-cd87-4636-891d-e985f16fd9e2,U3,614.87,Airtel,utilities,"Tokyo, JP",2026-02-27T02:54:01
a43f3d9b-dc19-4202-b1eb-4147d55dd947,U3,424.31,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:54:04
b02da02c-f1be-4d6d-b7e8-727b5e273c6e,U1,54.36,Uber,travel,"Paris, FR",2026-02-27T02:54:07
d0166dd6-3e80-4543-a549-8e4944d159a5,U2,3468.82,Big Basket,groceries,"London, UK",2026-02-27T02:54:10
56b84bb1-f9cd-4452-b1b8-e50f8e537815,U3,620.5,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:54:13
ce308641-334e-4c80-8a26-2ca3031778d2,U3,6373.06,Big Basket,groceries,"London, UK",2026-02-27T02:54:16
ecdfd03d-d02a-4b4a-845a-aafbeb08a0d7,U1,182.77,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:54:19
295b6360-2568-42af-8018-8dbd2810e897,U3,789.52,MakeMyTrip,travel,"London, UK",2026-02-27T02:54:22
27277634-c717-4d8a-9b98-b11e12439f08,U3,573.23,Electricity Board,utilities,"New York, NY",2026-02-27T02:54:25
7a62b087-c669-4490-a5e2-42d214ceb4c8,U1,80.59,Netflix,entertainment,"Paris, FR",2026-02-27T02:54:28
a2d455b5-35d6-4f47-97b0-59b24c18c154,U1,17357.04,Amazon,shopping,"New York, NY",2026-02-27T02:54:31
7bd1ddd7-50a5-4842-b789-97c92c7ccff5,U2,146.9,Nike,shopping,"Paris, FR",2026-02-27T02:54:34
f0c81d10-a303-4ba6-888c-337facb224d2,U2,703.99,Netflix,entertainment,"Tokyo, JP",2026-02-27T02:54:37
1f9fb54b-f4bd-4761-b574-0c52f21a49c9,U2,4025.53,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:54:40
cc014035-29b1-4152-8c12-8b4df229871c,U3,323.99,Nike,shopping,"Los Angeles, CA",2026-02-27T02:54:43
ac07c985-2317-46bb-9bfa-d30228a03d77,U1,183.12,Amazon,shopping,"Paris, FR",2026-02-27T02:54:46
099f0449-a563-47de-be9f-1f1850343f63,U1,239.91,Nike,shopping,"Tokyo, JP",2026-02-27T02:54:49
00d8fdb1-e43e-4e9a-a9c7-8d58fde68604,U2,12736.12,Binance,crypto,"Paris, FR",2026-02-27T02:54:52
273103c3-b6fa-48ae-8609-11b322624ee5,U1,143.1,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:54:55
1f9276d7-693f-4c37-aebb-3c35c38582be,U2,790.17,Amazon,shopping,"Tokyo, JP",2026-02-27T02:54:58
2feed63d-ffca-401b-ba62-ebfaaa70624b,U3,5995.92,Airtel,utilities,"Tokyo, JP",2026-02-27T02:55:02
b22cebed-5ed4-443c-a4d5-88c10b376c6d,U2,6077.44,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:55:05
62df7121-c803-42a2-aa66-6976d0b727b9,U2,91.21,Binance,crypto,"London, UK",2026-02-27T02:55:08
7ba2585a-88eb-4a14-b82d-147cf8275b2a,U3,83.01,Airtel,utilities,"Tokyo, JP",2026-02-27T02:55:11
56b23ca2-4a61-4965-ac6e-705303a2286f,U3,167.28,Uber,travel,"Paris, FR",2026-02-27T02:55:14
ac9be522-1f33-4715-ba23-d969aad3fcb5,U1,727.73,Netflix,entertainment,"Tokyo, JP",2026-02-27T02:55:17
cb0c05ea-0ea1-4a4b-a6d1-3d6ed3bb52c4,U3,505.9,Nike,shopping,"Tokyo, JP",2026-02-27T02:55:20
043678f4-3cc6-40df-9a65-24313f28c98d,U2,198.0,PVR Cinemas,entertainment,"New York, NY",2026-02-27T02:55:23
d38c1d88-24b6-4ab9-a9fa-6c6bc5875bb3,U1,108.13,Binance,crypto,"Tokyo, JP",2026-02-27T02:55:26
4fb784fa-6779-4eb4-ab25-1a4e9489ad3b,U2,41.09,Electricity Board,utilities,"New York, NY",2026-02-27T02:55:29
bac705f2-ebbd-4f87-acd8-c10a85a95720,U3,584.84,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:55:32
df3edc68-679b-48a0-bece-f4b7981ca5c3,U1,4051.58,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T02:55:35
fb9194b6-a2bc-4510-894d-9c005787985a,U1,486.09,MakeMyTrip,travel,"London, UK",2026-02-27T02:55:38
9ae7605c-817a-4a70-96ff-964599b41ee0,U2,3941.92,Netflix,entertainment,"Tokyo, JP",2026-02-27T02:55:41
3500d036-6b74-4f46-b011-4f416408b450,U3,590.42,Binance,crypto,"Paris, FR",2026-02-27T02:55:44
52a47aa0-bc00-4670-a528-7714fec3cfda,U2,574.42,Nike,shopping,"Los Angeles, CA",2026-02-27T02:55:47
5e6a5a2f-231b-41bf-9931-77012ba988d8,U3,528.72,Nike,shopping,"Paris, FR",2026-02-27T02:55:50
9a7049ce-5315-43c4-b767-dfbb30d9a00b,U3,19643.61,Airtel,utilities,"Tokyo, JP",2026-02-27T02:55:53
34bc64a1-c2da-4b4f-959e-284604214e7d,U1,97.66,Nike,shopping,"London, UK",2026-02-27T02:55:57
4fed53c0-f16d-4ea5-b8de-5c7ff86755e4,U2,649.81,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:56:00
7cd8a3a1-b185-4a0b-835b-3058d0d96898,U1,3708.7,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T02:56:03
88083b5d-1485-4ffe-bf16-5c110c005c2b,U3,227.91,MakeMyTrip,travel,"New York, NY",2026-02-27T02:56:06
f2979586-145c-45e0-ba73-8c23dc51069d,U1,502.64,Nike,shopping,"New York, NY",2026-02-27T02:56:09
a27a4d27-49c3-42b1-9fa9-c436e1e1e3f1,U3,630.63,Big Basket,groceries,"Paris, FR",2026-02-27T02:56:12
186a4e1b-9aa9-4d12-8e7a-4337883e815c,U3,771.73,Electricity Board,utilities,"London, UK",2026-02-27T02:56:15
98522d8d-b8b3-43c2-ae00-e85c6aa553f1,U1,6900.41,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:56:18
c50625c5-2e4b-46c5-9890-19c8d67f4c68,U3,395.17,Uber,travel,"Los Angeles, CA",2026-02-27T02:56:21
852972f6-ffdd-4a8d-96b4-87dde87a5592,U2,4429.39,Electricity Board,utilities,"New York, NY",2026-02-27T02:56:24
f9c28474-82d2-4d4e-a476-03451b4c12b6,U3,365.64,Airtel,utilities,"Paris, FR",2026-02-27T02:56:27
816297e0-88dc-4ec5-b1b8-d332a01b70f6,U3,356.21,MakeMyTrip,travel,"New York, NY",2026-02-27T02:56:30
b8ff1abe-2896-44de-8c9e-dcf68c59ebe1,U1,593.37,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:56:33
2d18c172-529b-4e3f-ad2d-71f5ba309c59,U3,326.17,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:56:37
674ba486-d9ec-4402-ae60-a399960d4fe8,U2,90.37,Binance,crypto,"London, UK",2026-02-27T02:56:40
3ea2abdd-7a3d-4efd-b074-f65b0389a955,U1,557.44,Netflix,entertainment,"Los Angeles, CA",2026-02-27T02:56:43
87d57caf-4ebd-4f1f-a833-aed661ae40d2,U2,43.04,MakeMyTrip,travel,"New York, NY",2026-02-27T02:56:46
bb7c2ac0-1b97-44eb-b587-428eef947722,U3,761.21,Airtel,utilities,"London, UK",2026-02-27T02:56:49
606c5118-2399-43c6-b764-40c7bd6a9a3a,U2,63.88,Big Basket,groceries,"London, UK",2026-02-27T02:56:52
9c88aac4-c4e2-4f4b-a998-c465dfb6320e,U2,306.8,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:56:55
d3003946-6edb-42ec-b4b5-0546081e361e,U2,350.9,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:56:58
1a32280d-41bd-4ca8-81bb-3ae5bcbf18af,U3,557.77,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:57:01
c59cfdf2-702e-4170-a9c8-ba09b63a4f49,U2,82.67,Nike,shopping,"London, UK",2026-02-27T02:57:04
1d779b33-572f-4040-bb42-c208033e7d2b,U3,23221.79,Electricity Board,utilities,"London, UK",2026-02-27T02:57:07
8401a02c-52b2-4511-b4ec-cd70afdaaecd,U2,357.5,Amazon,shopping,"Paris, FR",2026-02-27T02:57:10
996da9e5-d1f5-4955-baef-47cc7ad3bae5,U2,757.38,Netflix,entertainment,"Paris, FR",2026-02-27T02:57:13
0935fa14-393b-4993-9741-28d4014dd9f7,U2,304.1,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:57:16
7dbb1018-443e-4801-82de-1d11304d21a4,U2,525.51,Binance,crypto,"New York, NY",2026-02-27T02:57:19
0050050f-c594-4027-a3fe-d87d56790f97,U3,660.15,Nike,shopping,"Los Angeles, CA",2026-02-27T02:57:22
32cfee3f-c329-4476-96f9-5f6d7d60ab5d,U2,479.6,Nike,shopping,"Tokyo, JP",2026-02-27T02:57:25
62a3b97f-a306-44dc-9651-939af050cec3,U2,6605.5,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:57:28
e7326f07-1666-4012-8bb9-b0643ac95770,U3,391.85,Uber,travel,"New York, NY",2026-02-27T02:57:31
30ff2ed3-8062-4929-84b9-f6e75fcd1304,U1,382.05,Binance,crypto,"London, UK",2026-02-27T02:57:34
db3fff89-6e83-49de-9dd4-2944d5aa4f25,U2,552.65,Nike,shopping,"Paris, FR",2026-02-27T02:57:37
5c4b6d4e-3556-4984-90eb-ee39c2064c4e,U3,700.27,Netflix,entertainment,"Paris, FR",2026-02-27T02:57:41
9bbc892d-a85b-4839-bed6-3b212219de3e,U1,780.55,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:57:44
7e223b7a-95eb-4eba-b9f2-3da2a5fca7ff,U3,52.85,Electricity Board,utilities,"London, UK",2026-02-27T02:57:47
9fb8ed6d-e14c-4bb1-af6d-2a928fd11551,U2,717.39,Binance,crypto,"Tokyo, JP",2026-02-27T02:57:50
5e8774f7-7c38-42ed-b414-df43f1bc2499,U2,7774.05,Airtel,utilities,"Tokyo, JP",2026-02-27T02:57:53
a2a178ae-be81-47c2-8683-783ca7d080e5,U2,20469.47,Amazon,shopping,"Tokyo, JP",2026-02-27T02:57:56
7c616efc-18f7-4569-a6c0-8787776a1fa9,U2,607.89,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:57:59
490f33cf-dcb4-4ab4-877c-893ed5b8b351,U3,492.5,Binance,crypto,"Tokyo, JP",2026-02-27T02:58:02
fc812861-9838-4934-bc8b-631c0ca7c630,U2,391.12,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:58:05
